country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Croatia,67,Lorde,http://www.wikidata.org/entity/Q13476175,wd:Q13476175,12964276,New Zealand singer-songwriter,"Ella Marija Lani Yelich-O'Connor (born 7 November 1996), known professionally as Lorde ( LORD), is a New Zealand singer-songwriter. Taking inspiration from the British aristocracy for her stage name, she is known for employing unconventional musical styles and introspective songwriting. Lorde's music is primarily electropop and contains elements of subgenres such as dream pop and indie-electro.
Born in the Auckland suburb of Takapuna and raised in neighbouring Devonport, Lorde expressed interest in performing at local venues in her early teens. She signed with Universal Music Group (UMG) in 2009 and collaborated with producer Joel Little in 2011 to start recording material. Initially self-released in 2012 for free download on SoundCloud, UMG commercially released the pair's first collaborative effort, an extended play (EP) titled The Love Club, in 2013. The EP's international chart-topping single ""Royals"" helped Lorde rise to prominence.
Her debut studio album Pure Heroine was released that same year to critical and commercial success. The following year, Lorde curated the soundtrack for the 2014 film The Hunger Games: Mockingjay – Part 1 and recorded several tracks, including the single ""Yellow Flicker Beat"". Her second studio album Melodrama (2017) received widespread critical acclaim and debuted atop the US Billboard 200, while her latest work, Solar Power (2021), entered the charts in various countries and polarized both critics and public due to its departure from Lorde's previous sound.Lorde's accolades include two Grammy Awards, two Brit Awards, and a Golden Globe nomination. She appeared in Time's list of the most influential teenagers in 2013 and 2014, and the 2014 edition of Forbes 30 Under 30. In addition to her solo work, she has co-written songs for other artists, including Broods and Bleachers. As of June 2017, Lorde has sold over five million albums worldwide.",https://en.wikipedia.org/wiki/Lorde
Cuba,69,Camila Cabello,http://www.wikidata.org/entity/Q18810940,wd:Q18810940,37607535,Cuban-American artist,"Karla Camila Cabello Estrabao (; American Spanish: [kaˈmila kaˈβeʝo]; born March 3, 1997) is a Cuban-born American singer and songwriter. She rose to prominence as a member of the girl group Fifth Harmony. While in Fifth Harmony, Cabello began to establish herself as a solo artist with the release of the collaborations ""I Know What You Did Last Summer"" with Shawn Mendes and ""Bad Things"" with Machine Gun Kelly, the latter reaching number four on the US Billboard Hot 100. Camila left the group in late 2016, and released several other collaborations, including ""Hey Ma"" with Pitbull and J Balvin for The Fate of the Furious soundtrack (2017) and ""Crying in the Club"".
Cabello released her debut studio album, Camila in 2018 and peaked at number one on the US Billboard 200. The Latin music–influenced pop album was well-received critically and earned a Platinum certification from the Recording Industry Association of America (RIAA). Its lead single ""Havana"" topped charts in several countries, including the US and UK, and the follow-up single ""Never Be the Same"" reached the top ten in multiple countries. Cabello's 2019 duet with Mendes, ""Señorita"", became her second single to top the Billboard Hot 100. Her second studio album, Romance (2019), peaked at number three on the Billboard 200 chart and at number one in Canada.
In 2021 Cabello made her acting debut, starring as the title character from the film Cinderella. Cabello is expected to release her third studio album Familia in 2022, with the lead single ""Don't Go Yet"" being released in July 2021 alongside the announcement of the album's title. Cabello has amassed billions of streams on music platforms, and ""Havana"" became the best-selling digital single of 2018, according to the International Federation of the Phonographic Industry (IFPI). Cabello's many awards include two Latin Grammy Awards, five American Music Awards, and one Billboard Music Award. In October 2021 ""Havana"" was certified Diamond by the RIAA, making Cabello the first Hispanic woman to receive this certification.",https://en.wikipedia.org/wiki/Camila_Cabello
Cyprus,39,Ivi Adamou,http://www.wikidata.org/entity/Q211337,wd:Q211337,25571583,Cypriot singer,"Ivi Adamou (Greek: Ήβη Αδάμου, pronounced [ˈivi aˈðamu]; born 24 November 1993) is a Greek Cypriot singer. She was born and raised in Agia Napa, Cyprus and currently resides in Alexandroupoli, Greece. Adamou rose to recognition in Greece and Cyprus following her participation in the second season of the Greek version of The X Factor, where she was under the mentorship of Giorgos Theofanous. Right after her elimination from the X Factor, Adamou secured a recording contract with Sony Music Greece. She gained further recognition from her participation in the Eurovision Song Contest 2012, where she represented Cyprus with the song ""La La Love"".Her debut extended play Kalokairi Stin Kardia (2010) was released shortly after her contract with Sony. The same year, she collaborated with the Spiros Lambrou Choir and released the holiday extended play Christougenna Me Tin Ivi Adamou (2010) and was released as Christmas with Ivi Adamou abroad. Her debut studio album San Ena Oniro (2011)  was released in July 2011 and included the hit singles ""Krata Ta Matia Sou Klista"", ""Kano Mia Efhi"" and ""Voltes St Asteria"". A new album, Eho Ourano, was scheduled to be released in summer of 2013 but its release was cancelled as Sony Music Greece had closed. Apart from singles for her own discography, Adamou has released songs for movies such as Barbie in A Mermaid Tale and Barbie: A Fashion Fairytale. In 2015, she made her theatrical debut when she starred in the original musical Barbarella: the 80's Musical.Influenced by Beyoncé, Whitney Houston, Elena Paparizou, Adamou was often described as the ""Pop Queen"" or the ""Teen Idol"" in Greece and was since her participation in The X Factor called as the ""Next Big Thing"". Her first extended play was certified gold for selling over 60,000 copies in Greece while the second holiday extended play was certified platinum for selling over 15,000 copies in Portugal. Since 2010, Adamou had several nominations in both the MAD Video Music Awards and the Madame Figaro Awards. She was named the best Cypriot female performer in 2010 and 2012. She was also awarded as the best singer in Cyprus in 2012 which was the first time that the award was given. Adamou has also participated in several charities such as ""Everything I Can"", the campaign for the prevention of cervical cancer, and she was also appointed as the Young Ambassador for the rights of the children by the HFC-UNCRC Policy Center.",https://en.wikipedia.org/wiki/Ivi_Adamou
Czech Republic,53,Ewa Farna,http://www.wikidata.org/entity/Q242302,wd:Q242302,9036416,Polish-Czech singer,"Ewa Farna (born 12 August 1993) is a Polish-Czech pop-rock singer. She released five Polish-language and four Czech-language studio albums, and received platinum and gold certifications for them, both in Poland and the Czech Republic. Farna is the youngest commercially successful singer in the Czech Republic. She was a judge on the Czech&Slovak SuperStar in 2013, the X Factor (Poland) in 2014, and is currently a judge on Idol (Poland).",https://en.wikipedia.org/wiki/Ewa_Farna
Côte d'Ivoire,24,Fatoumata Diawara,http://www.wikidata.org/entity/Q707255,wd:Q707255,32019705,Malian musician and actress,"Fatoumata Diawara (Bambara: ߝߊ߫ߕߎߡߕߊ ߖߊ߯ߥߙߊ߫, romanized: Fatumta Jawara, born 1982 in Ouragahio, Ivory Coast) is a Malian actress, singer-songwriter and guitarist currently living in France.
She received two nominations at the 61st Annual Grammy Awards for Best World Music Album for her album Fenfo and Best Dance Recording for ""Ultimatum"" in which she was featured with the English band Disclosure. She performed a Tiny Desk home concert in February 2022.",https://en.wikipedia.org/wiki/Fatoumata_Diawara
Democratic Republic of the Congo,33,Jessy Matador,http://www.wikidata.org/entity/Q220826,wd:Q220826,26261737,Congolese-born French singer,"Jessy Kimbangi (French pronunciation: ​[dʒɛsi kimbɑ̃ɡi]; born 27 October 1983), better known by his stage name Jessy Matador, is a French-Congolese singer.

",https://en.wikipedia.org/wiki/Jessy_Matador
Denmark,139,Scarlett Johansson,http://www.wikidata.org/entity/Q34436,wd:Q34436,20913246,American actress,"Scarlett Ingrid Johansson (; born November 22, 1984) is an American actress. The world's highest-paid actress in 2018 and 2019, she has featured multiple times on the Forbes Celebrity 100 list. Her films have grossed over $14.3 billion worldwide, making Johansson the ninth-highest-grossing box office star of all time. She has received various accolades, including a Tony Award and a British Academy Film Award, in addition to nominations for two Academy Awards and five Golden Globe Awards.
Johansson aspired to be an actress from an early age and first appeared on stage in an Off-Broadway play as a child actor. She made her film debut in the fantasy comedy North (1994), and gained early recognition for her roles in Manny & Lo (1996), The Horse Whisperer (1998), and Ghost World (2001). Johansson shifted to adult roles in 2003 with her performances in Lost in Translation, which won her a BAFTA Award for Best Actress, and Girl with a Pearl Earring. She was nominated for Golden Globe Awards for these films, and for playing a troubled teenager in the drama A Love Song for Bobby Long (2004) and a seductress in psychological thriller Match Point (2005). The latter was her first collaboration with Woody Allen, who later directed her in Scoop (2006) and Vicky Cristina Barcelona (2008). Johansson's other works of this period include The Prestige (2006) and the albums Anywhere I Lay My Head (2008) and Break Up (2009), both of which charted on the Billboard 200.
In 2010, Johansson debuted on Broadway in a revival of A View from the Bridge, which won her a Tony Award for Best Featured Actress, and began portraying Black Widow in the Marvel Cinematic Universe film Iron Man 2. She reprised the role in eight films, most recently in her solo feature Black Widow (2021), gaining global recognition for her performances. During this period, Johansson starred in the science fiction films Her (2013), Under the Skin (2013) and Lucy (2014). She received two simultaneous Academy Award nominations—Best Actress and Best Supporting Actress—for the respective roles of an actress going through a divorce in the drama Marriage Story (2019) and a single mother in Nazi Germany in the satire Jojo Rabbit (2019).
Labeled a sex symbol, Johansson has been referred to as one of the world's most attractive women by various media outlets. She is a prominent brand endorser and supports several charitable causes. Divorced from actor Ryan Reynolds and businessman Romain Dauriac, Johansson has been married to comedian Colin Jost since 2020. She has two children, one with Dauriac and another with Jost.",https://en.wikipedia.org/wiki/Scarlett_Johansson
Djibouti,4,Abdallah Lee,http://www.wikidata.org/entity/Q27144809,wd:Q27144809,53642882,Djiboutian songwriter,"Abdallah Abdoulkader Abass (commonly known as Abdallah Lee), (1963–2007) was a well-known Djiboutian songwriter, composer and singer. He remains among the most famous Afar singers in Djibouti. Abdallah had a significant influence on newer generations of Djiboutian musicians in the 1980s and 1990s.",https://en.wikipedia.org/wiki/Abdallah_Lee
Dominica,8,Prince Ital Joe,http://www.wikidata.org/entity/Q327276,wd:Q327276,14109442,American musician (1963-2001),"Joe Paquette (May 5, 1963 – May 16, 2001), better known by his stage name Prince Ital Joe, was a Dominican–American reggae recording artist best known for his collaborations with Marky Mark and Death Row Records artists. Prince Ital Joe also did some acting, appearing in the Steven Seagal film, Marked for Death and in the TV series, EZ Streets and Players.",https://en.wikipedia.org/wiki/Prince_Ital_Joe
Dominican Republic,27,Amelia Vega,http://www.wikidata.org/entity/Q1758790,wd:Q1758790,239909,Dominican model and Miss Universe 2003,"Amelia Vega Polanco (born 7 November 1984) is a Dominican model, actress, author, singer and beauty queen. At the age of 18, she won the Miss Universe 2003 pageant, becoming the first ever Miss Universe from the Dominican Republic, as well as the youngest winner since 1994.",https://en.wikipedia.org/wiki/Amelia_Vega
Ecuador,19,Julio Jaramillo,http://www.wikidata.org/entity/Q1395127,wd:Q1395127,3222438,Ecuadorian singer,"Julio Alfredo Jaramillo Laurido (October 1, 1935 – February 9, 1978) was a notable Ecuadorian singer and recording artist who performed throughout Latin America, achieving great fame for his renditions of boleros, valses, pasillos, tangos, and rancheras.Having recorded more than 4,000 songs throughout his career, his most famous song was and is ""Nuestro Juramento"" well known throughout all South America. He is considered to be one of the most beloved singers of Ecuador, even before Gerardo Moran, Maximo Escaleras, and many other talents.Jaramillo recorded with many other noteworthy Latin American artists including Puerto Rican singer, Daniel Santos; fellow Ecuadorian singer, Olimpo Cárdenas; and Colombian singer, Alci Acosta.",https://en.wikipedia.org/wiki/Julio_Jaramillo
Ecuador,5,Christopher Vélez,http://www.wikidata.org/entity/Q28950508,wd:Q28950508,61230338,American-Ecuadorian singer-songwriter,error,error
Egypt,89,Umm Kulthum,http://www.wikidata.org/entity/Q1110560,wd:Q1110560,214221,"Egyptian singer, songwriter, and film actress","Umm Kulthum (Arabic: أم كلثوم, Egyptian Arabic: [ˈomme kælˈsuːm]; English: Oum Kalthoum; born Fāṭima ʾIbrāhīm es-Sayyid el-Beltāǧī, فاطمة إبراهيم السيد البلتاجي; 31 December 1898 – 3 February 1975) was an Egyptian singer, songwriter, and film actress active from the 1920s to the 1970s. She was given the honorific title Kawkab al-Sharq (كوكب الشرق, 'Star of the East'). She is considered a national icon in her native Egypt; she has been dubbed ""The voice of Egypt"", the Lady of Arabic Song and ""Egypt's fourth pyramid"".",https://en.wikipedia.org/wiki/Umm_Kulthum
El Salvador,8,Álvaro Torres,http://www.wikidata.org/entity/Q3247454,wd:Q3247454,9455951,Salvadoran musician,"Álvaro Torres (born April 9, 1954) is a Salvadoran singer-songwriter.",https://en.wikipedia.org/wiki/%C3%81lvaro_Torres
Equatorial Guinea,26,Concha Buika,http://www.wikidata.org/entity/Q266042,wd:Q266042,6079847,Equatoguinean singer,"María Concepción Balboa Buika (born 11 May 1972), known as Concha Buika or Buika, is a Spanish singer. Her album Niña de Fuego was nominated for the 2008 Latin Grammy Award for Album of the Year and La Noche Más Larga was nominated for Best Latin Jazz Album at the 56th Annual Grammy Awards in 2014.

",https://en.wikipedia.org/wiki/Concha_Buika
Eritrea,31,Senhit,http://www.wikidata.org/entity/Q240907,wd:Q240907,30177276,Italian singer,"Senhit Zadik Zadik (born 1 October 1979), known professionally as simply Senhit (formerly written as Senit), is an Italian singer. She represented San Marino in the Eurovision Song Contest 2011 in Düsseldorf with ""Stand By"", but failed to qualify for the final. She would have represented it again in 2020 with ""Freaky!"", but the contest was cancelled due to the COVID-19 pandemic. Instead, she was chosen to represent San Marino at the Eurovision Song Contest 2021 with the song ""Adrenalina"", where she qualified to the final and placed 22nd with 50 points.",https://en.wikipedia.org/wiki/Senhit_(singer)
Estonia,64,Birgit Õigemeel,http://www.wikidata.org/entity/Q433003,wd:Q433003,12117013,Estonian singer,"Birgit Sarrap (née Õigemeel, born 24 September 1988), also known as simply Birgit, is an Estonian singer. Õigemeel rose to prominence in 2007 after winning the first season of Eesti otsib superstaari, the Estonian version of Idol. Her debut self-titled studio album was later released in 2008. Õigemeel has gone on to release four other studio albums in her career.
Õigemeel represented Estonia in the Eurovision Song Contest 2013 with the song ""Et uus saaks alguse"" after winning Eesti Laul 2013. She qualified for the grand final, where she placed 20th.",https://en.wikipedia.org/wiki/Birgit_%C3%95igemeel
Ethiopia,22,Mulatu Astatke,http://www.wikidata.org/entity/Q382901,wd:Q382901,2194444,Ethiopian musician.,"Mulatu Astatke (Amharic: ሙላቱ አስታጥቄ, romanized: mulatu ästaṭḳe; French pronunciation: Astatqé; born 19 December 1943) is an Ethiopian musician and arranger considered as the father of Ethio-jazz.
Born in the western Ethiopian city of Jimma, Mulatu was musically trained in London, New York City, and Boston where he combined his jazz and Latin music interests with traditional Ethiopian music. Mulatu led his band while playing vibraphone and conga drums—instruments that he introduced into Ethiopian popular music—as well as other percussion instruments, keyboards, and organs. His albums focus primarily on instrumental music, and Mulatu appears on all three known albums of instrumentals that were released during the Ethiopian Golden 1970s.",https://en.wikipedia.org/wiki/Mulatu_Astatke
Fiji,5,Paulini,http://www.wikidata.org/entity/Q7155121,wd:Q7155121,810528,"Australian singer, songwriter and actress","Pauline Curuenavuli (born 15 October 1982), known professionally as Paulini, is a Fijian-Australian singer and songwriter living in Sydney. Born in Suva in Fiji, Paulini moved to Sydney in Australia with her family at the age of four. She rose to fame in 2003 as a contestant on the first season of Australian Idol and placed fourth in the competition. Paulini subsequently signed a recording contract with Sony BMG Australia and released her debut studio album One Determined Heart (2004), which debuted at number one on the ARIA Albums Chart and was certified platinum. The album included the platinum single ""Angel Eyes"", which spent three consecutive weeks at number one on the ARIA Singles Chart. Paulini received two ARIA No. 1 Chart Awards for both the album and single.
In 2006, Paulini released her second studio album Superwoman, which failed to match the commercial success of her debut album. Despite the underperformance of Superwoman, the album included the moderately successful single ""Rough Day"" and earned Paulini two nominations at the Australia/New Zealand Urban Music Awards. That same year, Paulini enjoyed commercial success again as a member of the Australian girl group Young Divas. The group released two top-ten albums, Young Divas (2006) and New Attitude (2007), and achieved three top-fifteen singles, including the hugely successful ""This Time I Know It's for Real"". After Paulini parted ways with the Young Divas and ended her contract with Sony BMG in 2008, she focused more on songwriting. Through a publishing deal with independent label Albert Music, Paulini was able to travel and write songs in Europe, New York and Los Angeles. She wrote songs for several recording artists in Europe, South Africa and the Philippines.Aside from her songwriting work, Paulini continued to release singles independently between 2009 and 2013. She was also featured on the 2010 single ""Believe Again"" by Irish recording artist Ronan Keating. Paulini signed a joint record deal with Ambition Records and Decca Records Australia in 2014. The following year, she released her long-awaited third studio album Come Alive, which included the singles ""Air It All Out"" and ""By My Side"". The album was a moderate success, debuting at number 25 on the ARIA Albums Chart. Paulini's fourth studio album Merry Christmas was also released later in 2015, featuring a collection of popular Christmas tunes. In 2017, Paulini made her musical theatre debut in the Australian production of The Bodyguard, playing the lead role of Rachel Marron—originally portrayed by Whitney Houston in the 1992 film of the same name.",https://en.wikipedia.org/wiki/Paulini
Finland,58,Tarja Turunen,http://www.wikidata.org/entity/Q484540,wd:Q484540,1003976,Finnish opera/symphonic rock singer,"Tarja Soile Susanna Turunen-Cabuli (born 17 August 1977), known professionally as Tarja Turunen or simply Tarja, is a Finnish heavy metal singer-songwriter. She is a soprano with a three and a half octave range.Turunen studied singing at Sibelius Academy and Hochschule für Musik Karlsruhe. She is a professional classical lied singer, and the former lead vocalist of the Finnish symphonic metal band Nightwish, which she founded with Tuomas Holopainen and Emppu Vuorinen in 1996. Their combination of hard and fast guitar riffs with Turunen's dramatic, ""operatic"" lead vocals quickly achieved critical and commercial popularity. Their symphonic metal style, soon dubbed ""opera metal"", inspired many other metal bands and performers.
Turunen was dismissed from the band on 21 October 2005 (just after the performance of the band's End of an Era concert) for personal reasons. She started her solo career in 2006 with the release of a Christmas album called Henkäys ikuisuudesta. In 2007, Turunen released My Winter Storm, an album featuring various styles including symphonic metal, and started the Storm World Tour.  She performed several concerts in Europe, playing in metal festivals including the Graspop Metal Meeting and the Wacken Open Air, before releasing her third album, What Lies Beneath, supported by a tour, which lasted until April 2012. Her first live DVD Act I was filmed during this tour on 30 and 31 March 2012 in Rosario, Argentina. Act I was released in August 2012. Turunen started the Colours in the Dark World Tour in October 2013 to promote her new album Colours in the Dark. Her second live DVD was filmed during the events of Beauty and the Beat and was released in May.
In September 2015, Tarja Turunen released her first classical studio album, Ave Maria – En Plein Air. In August 2016 she released The Shadow Self with a prequel EP The Brightest Void released on 3 June. Her latest album In the Raw, was released on 30 August 2019.",https://en.wikipedia.org/wiki/Tarja_Turunen
France,147,Anggun,http://www.wikidata.org/entity/Q221310,wd:Q221310,1345259,Indonesian-born French singer-songwriter and television personality,"Anggun Cipta Sasmi  (Indonesian pronunciation: [aŋˈɡun ˈtʃipta ˈsasmi]), Anggun C. Sasmi or known mononymously as Anggun, is an Indonesian-born French singer-songwriter and television personality. Born in Jakarta, she began performing at the age of seven and recorded a children's album two years later. With the help of Indonesian producer Ian Antono, Anggun released her first rock-influenced studio album, Dunia Aku Punya in 1986. She became further well known with the single ""Mimpi"" (1989), which was listed as one of the 150 Greatest Indonesian Songs of All Time by Rolling Stone. She followed it with a series of singles and three more studio albums, which established her as one of the most prominent Indonesian female rock stars of the early 1990s.Anggun left Indonesia in 1994 to pursue an international career. After two years struggling in London and Paris, she met French producer Erick Benzi, who produced her first international album, Snow on the Sahara (1997). Released in 33 countries, it became the best-selling album by an Asian artist outside Asia. Since then, Anggun has released another six studio albums as well as a soundtrack album to the Danish film Open Hearts (2002). Her singles, ""Snow on the Sahara"", ""What We Remember"", and ""The Good Is Back"", entered the Billboard charts in the United States, while ""In Your Mind"", ""Saviour"" and ""I'll Be Alright"" charted on the Billboard European Hot 100 Singles. France in the Eurovision Song Contest 2012 in Baku, Azerbaijan, with the song ""Echo (You and I)"". Anggun also ventured into television, becoming the judge for the pancontinental Asia's Got Talent, the French version of Masked Singer, as well as the Indonesian versions of The X Factor, Got Talent, and The Voice.Anggun is one of the Asian artists with the highest album sales outside Asia, with her releases being certified gold and platinum in some European countries. She is the first Indonesian artist to have success in European and American record charts. She has received a number of accolades for her achievements, including the Chevalier des Arts et Lettres from the Government of France, the World Music Award for World's Best-Selling Indonesian Artist, and the Asian Television Award for Outstanding Contribution to Asian Television Performing Arts. She also became the first Indonesian woman to be immortalized in wax by Madame Tussauds. Aside from her musical career, Anggun has been appointed as the global ambassador of the United Nations twice, first for the International Year of Microcredit in 2005 and then for the Food and Agriculture Organization (FAO) in 2009 onwards.",https://en.wikipedia.org/wiki/Anggun
Gabon,51,Ludacris,http://www.wikidata.org/entity/Q193676,wd:Q193676,159966,American rapper and actor,"Christopher Brian Bridges (born September 11, 1977), known professionally as Ludacris (, homophonous with 'ludicrous' in American English), is an American rapper and actor. After forming his own label, Disturbing tha Peace in the late 1990s, Ludacris later signed with Def Jam South and would go on to become one of the first Dirty South rappers to achieve mainstream success with his subsequent releases. For his music, Ludacris has won an MTV Video Music Award and three Grammy Awards.
Born in Champaign, Illinois, Ludacris moved to Atlanta, Georgia, at age nine, where he first began rapping. After a brief stint as a DJ, he independently released his first album Incognegro in 1999 to local success, but achieved national attention the following year when the album was repackaged and re-released as his major label debut, Back for the First Time. It contained the hit singles ""Southern Hospitality"" (featuring Pharrell), which wasn’t on Incognegro, and ""What's Your Fantasy"" (featuring Shawnna). In 2001, he released Word of Mouf, followed by Chicken-n-Beer in 2003 and The Red Light District in 2004, all of which were certified multi-platinum by the Recording Industry Association of America (RIAA). He took a more serious approach with his next two albums, Release Therapy (2006), and Theater of the Mind (2008). His next record, Battle of the Sexes, was released in 2010 and featured a return to the more lighthearted tone of his previous albums. His most recent effort, Ludaversal, was released on March 31, 2015.
As an actor, Ludacris is best known for his role as Tej Parker in the Fast and Furious film series, with his first appearance in the franchise coming in 2003. His other notable roles include Crash (2004), Gamer (2009), and New Year's Eve (2011). For his performance in the ensemble of Crash, Ludacris was co-awarded  a Screen Actors Guild Award and a Critic's Choice Award for Best Cast.",https://en.wikipedia.org/wiki/Ludacris
Georgia,53,Katie Melua,http://www.wikidata.org/entity/Q156322,wd:Q156322,663508,British singer-songwriter,"Ketevan ""Katie"" Melua (; Georgian: ქეთევან ""ქეთი"" მელუა, IPA: [kʰɛtʰɛvɑn mɛluɑ]; born 16 September 1984) is a Georgian-British singer and songwriter. She moved to the United Kingdom at the age of eight – first to Belfast, and then to London in 1999. Melua is signed to the small Dramatico record label, under the management of composer Mike Batt, and made her musical debut in 2003. In 2006, she became the United Kingdom's best-selling female artist and Europe's highest selling European female artist.In November 2003, at the age of 19, Melua released her first album, Call Off the Search, which reached the top of the United Kingdom album charts and sold 1.8 million copies in its first five months of release. Her second album, Piece by Piece, was released in September 2005 and to date has gone platinum (one million units sold) four times. Melua released her third studio album Pictures in October 2007.According to the Sunday Times Rich List 2008, Melua had a fortune of £18 million, making her the seventh-richest British musician under the age of 30.",https://en.wikipedia.org/wiki/Katie_Melua
Germany,180,Marlene Dietrich,http://www.wikidata.org/entity/Q4612,wd:Q4612,145325,German-American actress and singer (1901-1992),"Marie Magdalene ""Marlene"" Dietrich (, German: [maʁˈleːnə ˈdiːtʁɪç] (listen); 27 December 1901 – 6 May 1992) was a German-born American actress and singer. Her career spanned from the 1910s to the 1980s.In 1920s Berlin, Dietrich performed on the stage and in silent films. Her performance as Lola-Lola in Josef von Sternberg's The Blue Angel (1930) brought her international acclaim and a contract with Paramount Pictures. Dietrich starred in many Hollywood films including six iconic roles directed by Sternberg —Morocco (1930) (her only Academy Award nomination), Dishonored (1931), Shanghai Express and Blonde Venus (both 1932), The Scarlet Empress (1934) and The Devil Is a Woman (1935)— plus Desire (1936) and Destry Rides Again (1939). She successfully traded on her glamorous persona and ""exotic"" looks, and became one of the highest-paid actresses of the era. Throughout World War II she was a high-profile entertainer in the United States. Although she delivered notable performances in several post-war films including Alfred Hitchcock's Stage Fright (1950), Billy Wilder's Witness for the Prosecution (1957), Orson Welles's Touch of Evil (1958) and Stanley Kramer's Judgment at Nuremberg (1961), Dietrich spent most of the 1950s to the 1970s touring the world as a marquee live-show performer.
Dietrich was known for her humanitarian efforts during World War II, housing German and French exiles, providing financial support and even advocating their American citizenship. For her work on improving morale on the front lines during the war, she received several honors from the United States, France, Belgium and Israel. In 1999 the American Film Institute named Dietrich the ninth greatest female screen legend of classic Hollywood cinema.",https://en.wikipedia.org/wiki/Marlene_Dietrich
Ghana,18,Tinchy Stryder,http://www.wikidata.org/entity/Q712992,wd:Q712992,14107900,"businessman, investor, multi-millionaire, actor and musician","Kwasi Esono Danquah III ( KWAY-see dang-KWAH; born 14 September 1986), known by the stage name Tinchy Stryder, is a Ghanaian-British rapper, singer, songwriter, entrepreneur and investor.
Stryder has released three solo studio albums, Star in the Hood (2007), Catch 22 (2009), and Third Strike (2010). Stryder's business ventures include the clothing line Star in the Hood, the Cloud 9 X Goji headphone and audio equipment range in collaboration with Goji Electronics.

",https://en.wikipedia.org/wiki/Tinchy_Stryder
Greece,84,Maria Callas,http://www.wikidata.org/entity/Q128297,wd:Q128297,64966,American-born Greek operatic soprano,"Maria Callas  (born Sophie Cecilia Kalos; December 2, 1923 – September 16, 1977) was an American-born Greek soprano who was one of the most renowned and influential opera singers of the 20th century. Many critics praised her bel canto technique, wide-ranging voice and dramatic interpretations. Her repertoire ranged from classical opera seria to the bel canto operas of Donizetti, Bellini and Rossini and, further, to the works of Verdi and Puccini; and, in her early career, to the music dramas of Wagner. Her musical and dramatic talents led to her being hailed as La Divina (""the Divine one"").
Born in Manhattan, New York City, to Greek immigrant parents, she was raised by an overbearing mother who had wanted a son. Maria received her musical education in Greece at age 13 and later established her career in Italy. Forced to deal with the exigencies of 1940s wartime poverty and with near-sightedness that left her nearly blind onstage, she endured struggles and scandal over the course of her career. She notably underwent a mid-career weight loss, which might have contributed to her vocal decline and the premature end of her career.
The press exulted in publicizing Callas's temperamental behavior, her supposed rivalry with Renata Tebaldi and her love affair with Greek shipping tycoon Aristotle Onassis. Although her dramatic life and personal tragedy have often overshadowed Callas the artist in the popular press, her artistic achievements were such that Leonard Bernstein called her ""the Bible of opera"" and her influence so enduring that, in 2006, Opera News wrote of her: ""Nearly thirty years after her death, she's still the definition of the diva as artist—and still one of classical music's best-selling vocalists.""",https://en.wikipedia.org/wiki/Maria_Callas
Grenada,6,Leslie Hutchinson,http://www.wikidata.org/entity/Q6530907,wd:Q6530907,4241227,Grenadian musician,"Leslie Arthur Julien Hutchinson, known as ""Hutch"" (7 March 1900 – 18 August 1969), was a Grenada-born singer and musician who was one of the biggest cabaret stars in the world during the 1920s and 1930s.

",https://en.wikipedia.org/wiki/Leslie_Hutchinson
Guatemala,53,Oscar Isaac,http://www.wikidata.org/entity/Q336788,wd:Q336788,5013125,Guatemalan actor and producer,"Óscar Isaac Hernández Estrada (born March 9, 1979) is an American actor. In 2006, he portrayed Saint Joseph, husband of Mary, in The Nativity Story. He also portrayed José Ramos-Horta, former president of East Timor and corecipient of the 1996 Nobel Peace Prize, in the Australian film Balibo, for which he won the AACTA Award for Best Actor in a Supporting Role. His other early film roles include Body of Lies (2007), Robin Hood (2010), and W.E. (2011). Isaac earned critical acclaim for his roles in Drive (2011), Inside Llewyn Davis (2013), for which he received a Golden Globe Award nomination, the crime drama A Most Violent Year (2014), and the science fiction thriller Ex Machina (2015).
He gained international stardom for his performance in the Star Wars sequel trilogy as X-wing pilot Poe Dameron, and in X-Men: Apocalypse (2016) as the titular mutant supervillain Apocalypse.
He also starred in the science fiction films Annihilation (2018), directed by Alex Garland, and Dune (2021), directed by Denis Villeneuve. Isaac voiced Miguel O'Hara in the animated film Spider-Man: Into the Spider-Verse from Sony Pictures Animation, which was released in December 2018 and will reprise the role for the sequel, Spider-Man: Across the Spider-Verse (Part One), in 2022. Isaac will star as Marc Spector / Moon Knight in the upcoming Disney+ series Moon Knight (2022), which is set in the Marvel Cinematic Universe.He is also known for his television roles such as the HBO miniseries Show Me a Hero (2015), and Scenes from a Marriage for which he earned Golden Globe Award for Best Actor – Miniseries or Television Film nominations, with Isaac winning the award for the first one.

",https://en.wikipedia.org/wiki/Oscar_Isaac
Guinea,29,Mory Kanté,http://www.wikidata.org/entity/Q551576,wd:Q551576,3377337,Guinean musician,"Mory Kanté (29 March 1950 – 22 May 2020) was a Guinean vocalist and player of the kora harp. He was best known internationally for his 1987 hit song ""Yé ké yé ké"", which reached number-one in Belgium, Finland, the Netherlands, and Spain. The album it came from, Akwaba Beach, was the best-selling African record of its time.

",https://en.wikipedia.org/wiki/Mory_Kant%C3%A9
