country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Nigeria,55,Sade Adu,http://www.wikidata.org/entity/Q194187,wd:Q194187,252274,British singer,"Helen Folasade Adu  (Yoruba: Fọláṣadé Adú [fɔ̄láʃādé ādú]; born 16 January 1959), known professionally as Sade Adu or simply Sade ( shah-DAY), is a Nigerian-born British singer, songwriter, and actress, known as the lead singer of her eponymous band. One of the most successful British female artists in history, she is often recognised as an influence on contemporary music. Her influence on music was recognised in the UK with an award of the Officer of the Order of the British Empire in 2002, and was made Commander in the 2017 Birthday Honours.Sade was born in Ibadan, Nigeria, and brought up partly in Essex, England, from the age of four. She studied at Saint Martin's School of Art in London and gained modest recognition as a fashion designer and part-time model, prior to joining the band Pride in the early 1980s. After gaining attention as a performer, she formed the band Sade, and secured a recording contract with Epic Records in 1983. A year later the band released the album Diamond Life, which became one of the best-selling albums of the era, and the best-selling debut by a British female vocalist. In July 1985, Sade was among the performers at the Live Aid charity concert at Wembley Stadium, and the following year she appeared in the film Absolute Beginners. Following the band's third and fourth albums, Stronger Than Pride (1988) and Love Deluxe (1992), they went on hiatus after the birth of Sade's child, while the singer experienced widespread media coverage for unsubstantiated claims of mental health and addiction problems.
After a spell of eight years without an album, the band reunited in 1999, and released Lovers Rock in 2000. The album departed from the jazz-inspired inflections of their previous work, featuring mellower sounds and pop compositions. The band then underwent another hiatus, not producing music for another ten years until the release of Soldier of Love. Following that album's release, the band entered a third period of extended hiatus, and have only released two songs (""Flower of the Universe"" for the soundtrack of Disney's A Wrinkle in Time, and ""The Big Unknown"" as part of the soundtrack for Steve McQueen's film Widows) since.",https://en.wikipedia.org/wiki/Sade_(singer)
North Korea,37,Ri Sol-ju,http://www.wikidata.org/entity/Q714658,wd:Q714658,36541112,First Lady of North Korea,"Ri Sol-ju (Korean: 리설주; born c. 1985–1989) is the wife of North Korean Supreme Leader Kim Jong-un, and is the first lady of North Korea.Little is known about her from official North Korean sources, but outside sources have speculated more about her background. While she has made many public appearances with her husband, she has also spent long periods out of the public eye. In April 2018, state media had announced that her new title had been elevated from merely ""Comrade"" to ""Respected First Lady"" – considered a significant honor and the first time the title has been used since 1974. At the same time, she began to take on a diplomatic role.",https://en.wikipedia.org/wiki/Ri_Sol-ju
North Macedonia,61,Kaliopi,http://www.wikidata.org/entity/Q463897,wd:Q463897,5779479,Macedonian singer and songwriter,"Kaliopi Bukle (Macedonian: Калиопи Букле, pronounced [kaliˈɔpi ˈbuklɛ] (listen); born 28 December 1966), known professionally as Kaliopi, is a Macedonian singer-songwriter. In her career, Kaliopi has progressed from singing lead vocal with her eponymous band in 1980s Yugoslavia to being an established vocalist and composer working in North Macedonia and across former Yugoslavia. She represented North Macedonia twice in the Eurovision Song Contest, first in 2012 in Baku, Azerbaijan with ""Crno i belo"" and a second time in 2016 in Stockholm, Sweden with the song ""Dona"".",https://en.wikipedia.org/wiki/Kaliopi
Norway,69,Alexander Rybak,http://www.wikidata.org/entity/Q131259,wd:Q131259,8127963,"Norwegian singer, actor, violinist, composer, pianist","Alexander Igorevich Rybak  (Russian: Александр Игоревич Рыбак) or Alyaxandr Iharavich Rybak (Belarusian: Аляксандр Ігаравіч Рыбак; born 13 May 1986) is a Belarusian-Norwegian singer-composer, violinist, pianist and actor.Though based in Oslo, Rybak extensively worked on television programmes and on tours in Russia, Belarus, Ukraine and Sweden throughout the early 2010s. Singing in mainly English and Russian, Rybak, in his early twenties, held on to a teen idol status in Scandinavia, Eastern Europe, and to a certain extent in Western Asia. His debut 2009 album, Fairytales, charted in the top 20 in nine European countries, including a top position in Norway and Russia. After two pop albums in 2009 and 2010, Rybak desired to be more of a family-orientated artist, focusing on children's and classical music alongside and frequently performed with youth orchestras throughout the world.Rybak is known for his extensive involvement in the Eurovision Song Contest. Representing Norway in the 2009 contest in Moscow, Russia, he won the competition with 387 points—the highest tally any country has achieved in the history of Eurovision under the then voting system—with ""Fairytale"", a song he wrote and composed. Winning at the age of 23, Rybak remains the youngest solo male winner of the contest and the only Belarusian-born winner. His win was celebrated all across Europe for crushing stereotypes about the contest, such as needing an over-the-top performance or the negative influence of neighbour voting.Since then Rybak has been involved several times in the contest. He represented Norway again in the Eurovision Song Contest 2018 in Lisbon, Portugal, with the song ""That's How You Write a Song"", winning the second semi-final and finishing in 15th place in the Grand Final. He provided as an opening act to the Grand Final in 2010 and as an interval act in 2012 and 2016. Rybak has frequently provided commentary on the contest, working as a journalist in 2011, as once-off judge on the Belgian preselection in 2016 and as commentator on his personal social media.",https://en.wikipedia.org/wiki/Alexander_Rybak
Oman,5,Lamya,http://www.wikidata.org/entity/Q668684,wd:Q668684,2227067,British singer,"Lamya Al-Mugheiry (30 October 1973 – 8 January 2009), better known as her mononym Lamya, was a Kenyan-born English singer-songwriter and record producer. She rose to fame in the early 1990s as one of the lead singers of R&B group Soul II Soul, and later as a backing singer for Duran Duran. In 2002, she released her debut album Learning from Falling, which spawned the number 1 Dance chart single ""Empires (Bring Me Men)"".On 8 January 2009, she died from a sudden heart attack. She was recording on her second album Hiding in Plain Sight, which was scheduled to be released later that year.",https://en.wikipedia.org/wiki/Lamya
Pakistan,50,Nusrat Fateh Ali Khan,http://www.wikidata.org/entity/Q299073,wd:Q299073,95410,"Pakistani musician, primarily a singer of qawwali (1948-1997)","Nusrat Fateh Ali Khan (born Pervez Fateh Ali Khan; 13 October 1948 – 16 August 1997) was a Pakistani vocalist, musician, composer and music director, primarily a singer of qawwali, a form of Sufi devotional music. He is considered by The New York Times to be the greatest Sufi singer in the Punjabi, Urdu and Hindi languages, and one of the greatest qawwali singers in history; he is often referred to as ""Shahenshah-e-Qawwali"" (the King of Kings of Qawwali). He was described as the 4th greatest singer of all time by LA Weekly in 2016. He was known for his vocal abilities and could perform at a high level of intensity for several hours. He belonged to the Qawwal Bacchon Gharana (Delhi gharana) extending the 600-year old qawwali tradition of his family, Khan is widely credited with introducing qawwali music to international audiences.Born in Lyallpur (Faisalabad), Khan had his first public performance at the age of 15, at his father's chelum. He became the head of the family qawwali party in 1971. He was signed by Oriental Star Agencies, Birmingham, England, in the early 1980s. Khan went on to release movie scores and albums in Europe, India, Japan, Pakistan and the U.S. He engaged in collaborations and experiments with Western artists, becoming a well-known world music artist. He toured extensively, performing in over 40 countries. In addition to popularising qawwali music, he also had a big impact on contemporary South Asian popular music, including Pakistani pop, Indian pop and Bollywood music.

",https://en.wikipedia.org/wiki/Nusrat_Fateh_Ali_Khan
Panama,31,Miguel Bosé,http://www.wikidata.org/entity/Q356762,wd:Q356762,148209,"Spanish-Italian musician, singer and actor","Luis Miguel González Bosé (born 3 April 1956), usually known as Miguel Bosé, is a  Spanish pop new wave singer-songwriter, and actor.",https://en.wikipedia.org/wiki/Miguel_Bos%C3%A9
Papua New Guinea,8,Megan Washington,http://www.wikidata.org/entity/Q6808754,wd:Q6808754,24782674,"Australian musician, songwriter","Megan Alexanda Washington (born 7 January 1986) is an Australian musician and songwriter who works mononymously as Washington. Originally performing jazz music, her style shifted to indie pop and alternative rock. She has released three studio albums, I Believe You Liar (July 2010), There There (September 2014) and Batflowers (August 2020). Both I Believe You Liar and There There reached the top 5 on the ARIA Albums Chart. Her music has been described by I-D as ""sexy synth-laden pop"" and in 2019 the Sydney Morning Herald said of her intimate tour run, that ""Washington’s impressive command of her relatively small stage gave proof her music can work anywhere, anyway, any time."" She has won three ARIA Music Awards with two in 2010 for I Believe You Liar, Best Female Artist and Breakthrough Artist – Release. The other win was Best Cover Art for Batflowers in  2020, shared with Adam Dal Pozzo and Michelle Pitiris.",https://en.wikipedia.org/wiki/Megan_Washington
Paraguay,28,Larissa Riquelme,http://www.wikidata.org/entity/Q153040,wd:Q153040,27925374,Paraguayan model,"Larissa Mabel Riquelme Frutos (born 22 February 1985) is a Paraguayan  model and actress from Asunción. She is one of the highest-paid models in Paraguay.

",https://en.wikipedia.org/wiki/Larissa_Riquelme
People's Republic of China,154,Jackie Chan,http://www.wikidata.org/entity/Q36970,wd:Q36970,144936,"Hong Kong actor, singer and martial artist","Datuk Fang Shilong (Chinese: 房仕龍; born 7 April 1954)  born Chan Kong-sang (Chinese: 陳港生 listen) and known professionally as Jackie Chan, is a Hong Kong-born Chinese actor, filmmaker, martial artist and stuntman known for his slapstick acrobatic fighting style, comic timing, and innovative stunts, which he typically performs himself. Chan has been acting since the 1960s, performing in more than 150 films. He is one of the most popular action film stars of all time.Chan is one of the most recognisable and influential film personalities in the world, and he gained a widespread global following in both the Eastern and Western hemispheres. He has received fame stars on the Hong Kong Avenue of Stars and the Hollywood Walk of Fame. He has been referenced in various pop songs, cartoons, films and video games. He is an operatically trained vocalist and is also a Cantopop and Mandopop star, having released a number of music albums and sung many of the theme songs for the films in which he has starred. He is also a globally known philanthropist and has been named as one of the top 10 most charitable celebrities by Forbes magazine. In 2004, film scholar Andrew Willis stated that Chan was perhaps the ""most recognised film star in the world"". In 2015, Forbes estimated his net worth to be $350 million, and as of 2016, he was the second-highest-paid actor in the world.Since 2013, Chan has been a pro-Communist politician, serving in the Chinese People's Political Consultative Conference. After the Hong Kong electoral reform in 2021, Chan became an Election Committee member and could vote for the Chief Executive.",https://en.wikipedia.org/wiki/Jackie_Chan
