0,1,2,3,4,5,6,7,8
Ecuador,25,Irina Falconi,http://www.wikidata.org/entity/Q53418,wd:Q53418,28608130,US female tennis player,"Irina Falconi (Spanish: Falconí; born May 4, 1990) is an Ecuadorian-born American tennis player. She moved to Manhattan, New York, as a toddler. Her highest WTA singles ranking is world No. 63, which she reached in May 2016. Her career-high in doubles is No. 70, set in June 2013.",https://en.wikipedia.org/wiki/Irina_Falconi
Egypt,22,Hedaya Malak,http://www.wikidata.org/entity/Q1400134,wd:Q1400134,36673201,Olympic taekwondo practitioner,"Hedaya Malak Wahba (Arabic: هداية ملاك وهبة, born 21 April 1993) is an Egyptian taekwondo practitioner. She participated in the 2012, the 2016 Olympics and won a bronze medal in 2016, and the 2020 Olympics winning Egypt the gold medal in the tournament.",https://en.wikipedia.org/wiki/Hedaya_Malak
El Salvador,13,Evelyn García,http://www.wikidata.org/entity/Q2947467,wd:Q2947467,18079355,Salvadoran cyclist,"Evelyn Yesenia García Marroquín (born December 29, 1982) is a Salvadoran cycle racer, who specialises as an all-rounder, having won time-trials and mountain stages in the past. She has won the Vuelta a El Salvador on two occasions, the only woman to do so, in 2004 and 2007.
Born in Santa Ana, García competed in the Summer Olympic Games in 2004 and 2008, both times in the road race and the track individual pursuit. She also competed at the 2012 Summer Olympics in the road race, finishing 26th.",https://en.wikipedia.org/wiki/Evelyn_Garc%C3%ADa
Equatorial Guinea,16,Genoveva Añonman,http://www.wikidata.org/entity/Q432020,wd:Q432020,32360035,Equatorial Guinean association football player,"Genoveva Añonman Nze (born 19 April 1989) is an Equatorial Guinean professional footballer who plays as a forward. She is the historical captain and top scorer of the Equatorial Guinea women's national team, for which she played for 16 years.

",https://en.wikipedia.org/wiki/Genoveva_A%C3%B1onman
Eritrea,15,Meraf Bahta,http://www.wikidata.org/entity/Q4937707,wd:Q4937707,12470847,Eritrean distance runner,Meraf Bahta Ogbagaber (born 24 June 1989) is an Eritrean middle-distance runner. She represents Sweden in international competitions and specializes in the 1500 metres and 3000 metres.,https://en.wikipedia.org/wiki/Meraf_Bahta
Estonia,38,Kaia Kanepi,http://www.wikidata.org/entity/Q211428,wd:Q211428,3944782,Estonian tennis player,"Kaia Kanepi (Estonian pronunciation: [ˈkɑi.ɑ ˈkɑnepi]; born 10 June 1985) is an Estonian professional tennis player. She achieved her career-high ranking of world No. 15 on 20 August 2012 and has won four singles titles on the WTA Tour.
Described as a 'resident Grand Slam upset specialist' by The Guardian - with 19 wins over seeded players in the first week of Grand Slams; only two active players (Victoria Azarenka and Venus Williams) have more. She has also reached seven Grand Slam quarterfinals in all four championships (French Open in 2008 and 2012, Wimbledon in 2010 and 2013, the US Open in 2010 and 2017, and Australian Open 2022), becoming the first Estonian to achieve this and was the first Estonian to be ranked inside the world's top 15. Kanepi's numerous achievements have made her one of Estonia's most famous and successful professional tennis players in history. Kanepi reached her first final in 2006, becoming the first Estonian female player to do so, at the Gaz de France Stars where she lost to Kim Clijsters. She then won her first singles title in Palermo in 2010, also becoming the first Estonian female player to win a title.",https://en.wikipedia.org/wiki/Kaia_Kanepi
Ethiopia,45,Tirunesh Dibaba,http://www.wikidata.org/entity/Q6003,wd:Q6003,2405926,Ethiopian long distance track athlete,"Tirunesh Dibaba (Oromo: Xirunesh Dibaabaa, Amharic: ጥሩነሽ ዲባባ ቀነኒ; born 1 June 1985) is an Ethiopian athlete who competed in long-distance track events and international road races. She has won three Olympic track gold medals, five World Championship track gold medals, four individual World Cross Country (WCC) adult titles, and one individual WCC junior title. Tirunesh was the 5000 metres (outdoor track) world record holder until 2020 when Letesenbet Gidey set her world record. She is nicknamed the ""Baby Faced Destroyer.""At the 2005 IAAF World Championships in Helsinki, Finland, Tirunesh became the first woman to win the 5000 m and 10000 m at the same championship. She is the one of two women (the other Sonia O'Sullivan) who won the short and long course World Cross Country title at the same championship (2005 in Saint-Galmier, France). With her 2003 World championship title, she became the youngest World Champion at the age of 18 years and 90 days.Tirunesh comes from a sporting family of several Olympic medalists, which includes her sisters Genzebe and Ejegayehu, and her cousin Derartu Tulu. The matriarch of the Dibaba athletics dynasty, Tirunesh is the most decorated of the family.",https://en.wikipedia.org/wiki/Tirunesh_Dibaba
Federated States of Micronesia,10,Jennifer Chieng,http://www.wikidata.org/entity/Q26472808,wd:Q26472808,51386038,Micronesian boxer and mixed martial arts fighter,"Jennifer Dugwen Chieng (born April 29, 1986) is an American-born boxer and mixed martial artist who represents the Federated States of Micronesia in sports. She competed at the 2016 Summer Olympics in the women's boxing - lightweight event, in which she was eliminated in the round of 16 by Mikaela Mayer. She was the flag bearer for her country at the Parade of Nations.",https://en.wikipedia.org/wiki/Jennifer_Chieng
France,69,Amélie Mauresmo,http://www.wikidata.org/entity/Q180872,wd:Q180872,238832,French tennis player,"Amélie Simone Mauresmo (French pronunciation: ​[ameli simɔn moʁɛsmo]; born 5 July 1979) is a French former world No. 1 tennis player and tournament director. Mauresmo won two major singles titles at the 2006 Australian Open and Wimbledon Championships, and also won the silver medal in singles at the 2004 Summer Olympics and the singles title at the 2005 year-end championships.Mauresmo first attained the top ranking on 13 September 2004, holding it for five weeks on that occasion. She was known for her powerful one-handed backhand and strong net play. She officially announced her retirement from professional tennis on 3 December 2009, ending a career of 15 years. The following year, she started coaching several WTA and ATP players, including Andy Murray.
Mauresmo was inducted into the International Tennis Hall of Fame in 2015. In 2021, she was named the director of the French Open.",https://en.wikipedia.org/wiki/Am%C3%A9lie_Mauresmo
Gabon,14,Ruddy Zang Milama,http://www.wikidata.org/entity/Q432444,wd:Q432444,19079115,Gabonese sprinter,"Perennes Paulette Ruddy Zang-Milama (born June 6, 1987 in Port-Gentil) is a Gabonese sprint athlete.",https://en.wikipedia.org/wiki/Ruddy_Zang_Milama
Georgia,52,Nona Gaprindashvili,http://www.wikidata.org/entity/Q231630,wd:Q231630,767095,Soviet chess player,"Nona Gaprindashvili (Georgian: ნონა გაფრინდაშვილი; born 3 May 1941) is a former Soviet and Georgian chess player, and the first woman ever to be awarded the FIDE title Grandmaster in 1978. She was the fifth women's world chess champion (1962–1978).",https://en.wikipedia.org/wiki/Nona_Gaprindashvili
Germany,87,Steffi Graf,http://www.wikidata.org/entity/Q11662,wd:Q11662,164640,German tennis player,"Stefanie Maria Graf ( GRA(H)F, German: [ˈʃtɛfi ˈɡʁaːf] (listen); born 14 June 1969) is a German former professional tennis player. Widely regarded as one of the greatest tennis players of all time, she was ranked world No. 1 in women's singles for a record 377 weeks and won 22 major singles titles, the second-most since the start of the Open Era in 1968 and the third-most of all-time. In 1988, Graf became the first tennis player to achieve the Golden Slam by winning all four major singles titles and the Olympic gold medal in the same calendar year. Furthermore, she is the only tennis player, male or female, to have won each major tournament at least four times.
Graf was ranked world No. 1 in singles by the Women's Tennis Association (WTA) for a record 377 total weeks. She won 107 singles titles, ranking her third on the WTA's all-time list after Martina Navratilova (167 titles) and Chris Evert (157 titles). She and Margaret Court are the only players, female or male, to win three majors in a calendar year five times (1988, 1989, 1993, 1995 and 1996).
Notable features of Graf's game were her versatility across all playing surfaces, footwork and powerful forehand drive. Graf's athletic ability and aggressive game played from the baseline have been credited with developing the modern style of play that has come to dominate today's game. She won six French Open singles titles (second to Evert), seven Wimbledon singles titles, four Australian Open titles, and five US Open singles titles. She is the only singles player (male or female) to have achieved a Grand Slam across three surfaces (grass, clay, and hard courts). Graf reached 13 consecutive singles major finals from the 1987 French Open to the 1990 French Open, winning nine of them. She won five consecutive singles majors (1988 Australian Open to 1989 Australian Open), and seven out of eight, in two calendar years (1988 Australian Open to 1989 US Open, except 1989 French Open). She reached a total of 31 singles major finals.
Graf retired at the age of 30 in 1999 while ranked as the world No. 3. Martina Navratilova included Graf at the top of her list of the greatest players ever. In the year of Graf's retirement, Billie Jean King said, ""Steffi [Graf] is definitely the greatest women's tennis player of all time."" In December 1999, Graf was named the greatest female tennis player of the 20th century by a panel of experts assembled by the Associated Press. When asked in an interview to name the greatest players of all time, Serena Williams stated Graf and Roger Federer. Graf married former world No. 1 men's tennis player Andre Agassi in October 2001. They have two children. Graf was inducted into the Tennis Hall of Fame in 2004. Along with Boris Becker, Graf was considered instrumental in popularizing tennis in Germany, where it remains one of the foremost national sports.",https://en.wikipedia.org/wiki/Steffi_Graf
Ghana,16,Margaret Simpson,http://www.wikidata.org/entity/Q450933,wd:Q450933,4442620,Ghanaian heptathlete,"Margaret Simpson (born 31 December 1981 in Krapa) is a Ghanaian heptathlete. She won a bronze medal at the 2005 World Championships, setting several personal bests in the process. Her personal best is 6423 points, achieved in Götzis in May 2005.",https://en.wikipedia.org/wiki/Margaret_Simpson
Greece,35,Maria Sakkari,http://www.wikidata.org/entity/Q6761562,wd:Q6761562,38464361,Greek tennis player,"Maria Sakkari (Greek: Μαρία Σάκκαρη, pronounced [maˈri.a ˈsakari]; born 25 July 1995) is a Greek professional tennis player. She has been ranked as high as world No. 3 by the Women's Tennis Association (WTA), which she first achieved on 21 March 2022, making her the highest-ranked Greek player in history alongside Stefanos Tsitsipas. Her career-best doubles ranking is world No. 169, achieved on 9 September 2019.Sakkari has won one singles title on the WTA Tour at the 2019 Morocco Open, where she defeated Johanna Konta in the final. She was also a semifinalist at the 2017 Wuhan Open, where she defeated Caroline Wozniacki en route, her first top-10 win. In 2019, she reached another Premier 5 semifinal at the Italian Open where she defeated, among other players, Petra Kvitová. In 2020, Sakkari reached the fourth round at both the Australian Open and US Open. In 2021, she has reached the semifinals at the French Open and the 2021 US Open making her the first woman from Greece to reach a Grand Slam semifinal.
Sakkari is known for her aggressive, all-court style of play, centered around her strong serve and powerful groundstrokes. She served the sixth most aces of any WTA player in 2020, with 144 aces served in 31 matches.

",https://en.wikipedia.org/wiki/Maria_Sakkari
Grenada,16,Elfi Eder,http://www.wikidata.org/entity/Q78698,wd:Q78698,9673662,Austrian female alpine skier,"Elfriede ""Elfi"" Eder (born 5 January 1970 in Leogang) is a former alpine skier from Austria.She represented the Caribbean island of Grenada from 1998 to 1999, having previously competed for Austria.The alpine skier Sylvia Eder is her elder sister.",https://en.wikipedia.org/wiki/Elfi_Eder
Guatemala,9,Jamy Franco,http://www.wikidata.org/entity/Q460442,wd:Q460442,33504332,Guatemalan race walking athlete,"Jamy Amarilis Franco Núñez (born 1 July 1991) is a Guatemalan race walker. Cuban coach Rigoberto Medina has worked with her since 2010.Born in Santa Rosa, Franco is the daughter of former Olympic race walker Evelyn Núñez. In 2005 at the age of 14, Franco won the 10,000 meter race walk at the Pan American Junior Athletics Championships in Windsor, Canada, setting a new record in the event. The following year, aged 15, she won the 4000 m race walk in the Central American and Caribbean Junior Championships, under-17 category, again setting a competition record.
In March 2011, she won the Pan American Race Walking Cup, her first major title, and in August 2011 at the World Championships she finished in 19th place in the 20 km event, being the top ranked woman from the Americas and setting high expectations for the Pan American Games competition later that year.
On 23 October 2011, at the age of 20, she won the 20 km race walk at the Pan American Games in Guadalajara, Mexico, breaking the Pan American Games women's record in the process and finishing the event 59 seconds ahead of her compatriot Mirna Ortíz, who finished second. It was the first time in the games' history that Guatemala won gold and silver medals in the same athletic event. It was also Guatemala's first win in an athletics event at the Games since Mateo Flores won the Marathon in the 1955 edition.At the 2012 Memorial Mario Albisetti she set a 20 km walk best of 1:30:57 hours, taking fourth place overall.",https://en.wikipedia.org/wiki/Jamy_Franco
Guinea,10,Fatmata Fofanah,http://www.wikidata.org/entity/Q3377733,wd:Q3377733,17789293,Guinean hurdler,"Fatmata Fofanah (born 10 June 1985 in Freetown, Sierra Leone) is a Guinean athlete who specializes in the 100 metres hurdles. Born in Sierra Leone during the Civil War, she grew up in Guinea and the United States.  Fatmata was twice an All-American Women's Track and Field athlete for the Georgia Tech Yellow Jackets, and in early 2008, won the 100 Metre Hurdles Gold Medal at the African Championships in Addis Ababa, Ethiopia.She was chosen for the 2008 Guinean Olympic squad to run the Women's 100 m hurdles, was the Flag Bearer for her nation, and was much favoured going into her first qualifying heat.  She fell at the first hurdle, and while uninjured, was unable to finish.Her brother, Nabie Foday Fofanah is a sprinter who has also competed in the 2004 and 2008 Guinean Olympic squads.
Her personal best time is 12.96 seconds, achieved in June 2007 in Sacramento.",https://en.wikipedia.org/wiki/Fatmata_Fofanah
Guinea-Bissau,10,Taciana Lima,http://www.wikidata.org/entity/Q10377760,wd:Q10377760,51350393,Brazilian and Bissau-Guinean judoka,"Taciana Rezende de Cesar Baldé (née Lima) (born 12 December 1988 in Olinda) is a Brazilian born Bissau-Guinean judoka. She competed at the 2016 Summer Olympics in the women's 48 kg event, in which she was eliminated in the second round by Galbadrakhyn Otgontsetseg She was the flag bearer for Guinea-Bissau during the closing ceremony.In 2019, she competed in the women's 52 kg event at the 2019 World Judo Championships held in Tokyo, Japan.She competed in the women's 52 kg event at the 2020 Summer Olympics.",https://en.wikipedia.org/wiki/Taciana_Cesar
Guyana,10,Charmaine Hooper,http://www.wikidata.org/entity/Q292526,wd:Q292526,5139925,association football player,"Charmaine Elizabeth Hooper (born January 15, 1968) is a Canadian retired soccer player. A four-time winner of the Canadian Players of the Year award and member of the Canada Soccer Hall of Fame, Hooper played on the Canada women's national soccer team from 1986 to 2006. As a forward, she stood as Canada's record holder for the women's national team for appearances and goals scored when she retired. Hooper competed in three FIFA Women's World Cup tournaments: 1995 in Sweden, 1999, and 2003 in the United States. At club level, Hooper played professionally in Norway, Italy, Japan, and the United States.",https://en.wikipedia.org/wiki/Charmaine_Hooper
Haiti,18,Barbara Pierre,http://www.wikidata.org/entity/Q2750987,wd:Q2750987,19079937,Haitian-born American track and field sprint athlete,"Barbara Pierre (born April 28, 1986) is a Haitian-born American track and field sprint athlete who competed internationally for the United States. Her specialty is the 60-meter dash and the 100-meter dash. She had her highest world ranking in 2013, when she was the fourth fastest sprinter in the world over 100 m with her personal best of 10.85 seconds.Pierre represented Haiti at the 2008 Summer Olympics in Beijing. She competed at the 100 m sprint and placed fourth in her first round heat, which normally meant elimination. However, her time of 11.52 was among the ten fastest losing times, resulting in a second round spot. There she failed to qualify for the semi finals as her time of 11.56 was the fifth time of her race.At the 2015 Pan American Games, she set the games record of 10.92 seconds in the preliminary round. In the final, she was slightly slower and went home with the bronze medal.Pierre would continue to compete until the age of 35 when she would retire and take up coaching at her alma mater St. Augustine University as a Volunteer Assistant.",https://en.wikipedia.org/wiki/Barbara_Pierre
Honduras,7,Fanny Rodríguez,http://www.wikidata.org/entity/Q19599161,wd:Q19599161,45661574,Honduran association football player and manager,Fanny Carolina Rodríguez Rivas (born 29 January 1990) is a Honduran footballer who plays as a forward. She has been a member of the Honduras women's national team.,https://en.wikipedia.org/wiki/Fanny_Rodr%C3%ADguez
Hong Kong,31,Yan Zi,http://www.wikidata.org/entity/Q233221,wd:Q233221,2905894,Chinese tennis player,Yan Zi (Chinese: 晏紫; born 12 November 1984) is a retired mainland Chinese-Hong Kong tennis player.,https://en.wikipedia.org/wiki/Yan_Zi_(tennis)
Hungary,69,Judit Polgár,http://www.wikidata.org/entity/Q183250,wd:Q183250,15937,Hungarian chess player,"Judit Polgár (born 23 July 1976) is a Hungarian chess grandmaster, widely regarded as the strongest female chess player of all time. In 1991, Polgár achieved the title of Grandmaster at the age of 15 years and 4 months, at the time the youngest to have done so, breaking the record previously held by former World Champion Bobby Fischer. She was the youngest player ever to break into the FIDE top 100 players rating list, ranking No. 55 in the January 1989 rating list, at the age of 12.Polgár is the only woman to have been a serious candidate for the World Chess Championship, in which she participated in 2005; she had previously participated in large, 100+ player knockout tournaments for the world championship. She is also the only woman to have surpassed 2700 Elo, reaching a peak world ranking of No. 8 in 2004 and peak rating of 2735 in 2005. She is the only woman to be ranked in the top ten of all chess players, first reaching that ranking in 1996. She was the No. 1 rated woman in the world from January 1989 until her retirement on 13 August 2014.She has won or shared first in the chess tournaments of Hastings 1993, Madrid 1994, León 1996, U.S. Open 1998, Hoogeveen 1999, Sigeman & Co 2000, Japfa 2000, and the Najdorf Memorial 2000. Polgár is the only woman to have won a game against a reigning world number one player, and has defeated eleven current or former world champions in either rapid or classical chess: Magnus Carlsen, Anatoly Karpov, Garry Kasparov, Vladimir Kramnik, Boris Spassky, Vasily Smyslov, Veselin Topalov, Viswanathan Anand, Ruslan Ponomariov, Alexander Khalifman, and Rustam Kasimdzhanov.On 13 August 2014, she announced her retirement from competitive chess. In June 2015, Polgár was elected as the new captain and head coach of the Hungarian national men's team. On 20 August 2015, she received Hungary's highest decoration, the Grand Cross of the Order of Saint Stephen of Hungary. In 2021, Polgár was inducted into the World Chess Hall of Fame.",https://en.wikipedia.org/wiki/Judit_Polg%C3%A1r
Iceland,20,Vala Flosadóttir,http://www.wikidata.org/entity/Q262248,wd:Q262248,2689022,athletics competitor,Vala Flosadóttir (born 16 February 1978 in Reykjavík) is an Icelandic former athlete competing in the pole vault.,https://en.wikipedia.org/wiki/Vala_Flosad%C3%B3ttir
India,57,Sania Mirza,http://www.wikidata.org/entity/Q132147,wd:Q132147,399783,Indian tennis player,"Sania Mirza (ˈsaːnijaː  ˈmirzaː; born 15 November 1986) is an Indian former professional tennis player. A former doubles world No. 1, she won six major titles – three in women's doubles and three in mixed doubles. From 2003 until her retirement from singles in 2013, she was ranked by the Women's Tennis Association as the Indian No. 1 in singles. Throughout her career, Mirza has established herself as one of the most known, highest-paid, and influential athletes in India.In singles, Mirza had wins over Svetlana Kuznetsova, Vera Zvonareva, and Marion Bartoli, as well as former world-number-ones Martina Hingis, Dinara Safina, and Victoria Azarenka. She is the highest-ranked Indian female player ever, peaking at world No. 27 in mid-2007. However, a major wrist injury caused her to shift to doubles. Mirza has achieved a number of firsts for women's tennis in India, including reaching the one million-US$ mark in career earnings (currently over US$7.2 million), winning a singles WTA Tour title, and winning a major title, as well as qualifying for (and eventually winning) the WTA Finals in 2014 in doubles partnering Cara Black, and defending her title the following year partnering Martina Hingis. Mirza retired from professional tennis in February 2023.She is one of only two Indian women to win a WTA Tour title, and the only one to be ranked within the top 100 in singles. Mirza is the third Indian woman in the Open Era (after Nirupama Mankad and Nirupama Sanjeev, and the second in singles after Sanjeev) to contest and win a match at a major, and the first to advance past the second round. In doubles, Mirza won 43 titles and spent 91 weeks as world No. 1. In 2005, Mirza was crowned the Newcomer of the Year by the WTA, and in 2015 she and Martina Hingis were the Doubles Team of the Year, going on to earn a 44-match winning streak, one of the longest in history. Mirza has also won a total of 14 medals (including six golds) at three major multi-sport events, namely the Asian Games, the Commonwealth Games and the Afro-Asian Games.
Mirza was named one of the ""50 Heroes of Asia"" by Time in October 2005. In March 2010, The Economic Times named Mirza in its list of the ""33 women who made India proud"". She was appointed as the UN Women's Goodwill Ambassador for South Asia during the International Day To End Violence Against Women on 25 November 2013. She was named in Time magazine's 2016 list of the 100 most influential people in the world.",https://en.wikipedia.org/wiki/Sania_Mirza
Indonesia,27,Susi Susanti,http://www.wikidata.org/entity/Q464589,wd:Q464589,1166977,Indonesian badminton player,"Lucia Francisca ""Susi"" Susanti Haditono (Chinese: 王蓮香; pinyin: Wáng Liánxiāng; Pe̍h-ōe-jī: Ông Liân-hiang; born 11 February 1971) is an Indonesia retired badminton player. Relatively small of stature, she combined quick and graceful movement with elegant shotmaking technique, and is regarded by many as one of the greatest women's singles players of all time. She is the first Indonesian Olympic gold medalist.",https://en.wikipedia.org/wiki/Susi_Susanti
Iran,32,Kimia Alizadeh,http://www.wikidata.org/entity/Q19949645,wd:Q19949645,46744231,Iranian Taekwondo athlete,"Kimia Alizadeh Zonouzi (Persian: کیمیا علیزاده زنوزی, romanized: Kīmiyā Alīzādeh Zonūzī; born 10 July 1998) is an Iranian Taekwondo athlete. Alizadeh won a bronze medal in the taekwondo 57 kg weight class at the 2016 Summer Olympics in Rio de Janeiro by defeating Swedish athlete Nikita Glasnović. This made her the first Iranian woman to win a medal at a Summer Olympics. She also won a gold medal in the women's 63-kg class at the Nanjing 2014 Youth Olympic Games. She beat London 2012 and Rio de Janeiro 2016 gold medallist Jade Jones at the 2015 World Championship to win a bronze medal. She also won a silver medal two years later at the 2017 World Taekwondo Championships.
In January 2020, Alizadeh announced that she was leaving Iran permanently for Europe. Explaining her defection, she stated, ""I am one of the millions of oppressed women in Iran who they have been playing with for years."" She stated she did not intend to compete for Iran in the 2020 Summer Olympics, and expressed desire to compete for her current place of residence, Germany.
Having been licensed to compete in the Tokyo Olympics, she was finally represented by the Refugee Olympic Team.",https://en.wikipedia.org/wiki/Kimia_Alizadeh
Iraq,14,Dana Hussain,http://www.wikidata.org/entity/Q272136,wd:Q272136,18580539,athletics competitor,"Dana Hussain Abdul-Razak Al-Khafaji (born January 3, 1986) is a sprinter on Iraq's national track and field team, coached by Yousif Abdul-Rahman.
Due to the International Olympic Committee ban on Iraq competing at the 2008 Summer Olympics, there were concerns that she might be unable to participate, despite qualifying for the 100- and 200-meter sprint events. The ban was, however, subsequently lifted. She was the only athlete on Iraq's 2008 Olympic team to train within the war-torn country. In Beijing she competed at the 100 metres sprint. In her first round heat she placed sixth in a time of 12.36 which was not enough to advance to the second round.In 2011 Athletics at the 2011 Pan Arab Games Abdul-razak won Gold for 100 metres event of 11.88 which she won Silver in a 200 metres sprint on 24.61 and in 400 metres sprint she won Bronze of 55.48.
Dana was the Iraqi flag bearer during the London 2012 Summer Olympics opening ceremony.",https://en.wikipedia.org/wiki/Dana_Hussain
Israel,39,Shahar Pe'er,http://www.wikidata.org/entity/Q223532,wd:Q223532,2614119,Israeli female tennis player,"Shahar Pe'er  (Hebrew: שחר פאר, pronounced [ˈʃaχaʁ peˈʔeʁ]; born (1987-05-01)1 May 1987) is an Israeli retired tennis player.Pe'er won five singles and three doubles titles on the WTA Tour, as well as four singles and three doubles titles on the ITF circuit in her career. She reached her best singles ranking of world number 11, the highest of any Israeli tennis player in history, in January 2011. She peaked at number 14 in the doubles rankings in May 2008.
Pe'er is widely regarded as the most successful Israeli female tennis player in history, having twice reached a Grand Slam quarterfinal in singles and appeared in the doubles final of the 2008 Australian Open, with Victoria Azarenka of Belarus. She won her first senior national title at the age of 14, and won the Junior Girls’ Australian Open title when she was 16.
Playing for Israel at the Fed Cup, Pe'er has a win–loss record of 39–28. She also represented Israel in two Olympics.

",https://en.wikipedia.org/wiki/Shahar_Pe%27er
Italy,57,Francesca Schiavone,http://www.wikidata.org/entity/Q188107,wd:Q188107,2442300,Italian tennis player,"Francesca Schiavone (Italian pronunciation: [franˈtʃeska skjaˈvoːne]; born 23 June 1980) is an Italian former professional tennis player. She turned professional in 1998 and won the 2010 French Open singles title, becoming the first Italian woman to win a Grand Slam event in singles. She was also runner-up at the 2011 French Open. Her career-high ranking is world No. 4, achieved on 31 January 2011. To date, Schiavone is the last one-handed-backhand player to win a Grand Slam title on the women's tour.She won eight WTA singles titles in total, including Roland Garros. In doubles, her career-high ranking is world No. 8, peaking with an appearance in the final of the 2008 French Open. Furthermore, she helped Italy to win the Fed Cup in 2006, 2009 and 2010, and has the most wins for the Italian team.
Schiavone played in the longest ever women's singles match at a Grand Slam tournament, when she defeated Svetlana Kuznetsova 6–4, 1–6, 16–14 in the fourth round of the 2011 Australian Open women's singles draw, the match lasted 4 hours and 44 minutes and in the process secured her first and only quarterfinal at the Australian Open.On 5 September 2018, Schiavone announced her retirement from tennis at the US Open. During the announcement, she shared aspirations of winning a Grand Slam as a coach. In April 2021, Schiavone began coaching Petra Martić.",https://en.wikipedia.org/wiki/Francesca_Schiavone
Ivory Coast,26,Murielle Ahouré,http://www.wikidata.org/entity/Q2777914,wd:Q2777914,35034626,Ivorian sprinter,"Murielle Ahouré (born 23 August 1987) is an Ivorian sprinter who competes in the 60 meters, 100 m and 200 m.  She was a double silver medalist at the 2013 world championships in Moscow. She came second in both the 100 and 200 meters at this event. Ahouré was the gold medallist in the 60 m at the 2018 IAAF World Indoor Championships.
She also won a silver medal at 60 metres event at 2012 IAAF World Indoor Championships in Istanbul, Turkey. She was the 2009 NCAA Indoor Champion at 200 metres while running for the University of Miami. Ahouré's personal best at 100 m is 10.78 (Montverde, USA, 2016) and in 200 m 22.24 (Monaco, 2013).She holds African records in  60m and 200 metres indoor. At the 2012 Summer Olympics she placed sixth in the 200 m and seventh in the 100 m.
She ran under seven seconds for the 60 metres for the first time in February 2013, becoming the eighth fastest woman ever with her time of 6.99 seconds. In 2018 she won the gold medal in the 60 m at the 2018 IAAF World Indoor Championships, and broke the African record with a time of 6.97 seconds (sixth fastest woman ever).",https://en.wikipedia.org/wiki/Murielle_Ahour%C3%A9
Jamaica,52,Shelly-Ann Fraser-Pryce,http://www.wikidata.org/entity/Q5793,wd:Q5793,18902563,Jamaican track and field sprinter,"Shelly-Ann Fraser-Pryce OD, OJ (née Fraser; born December 27, 1986) is a Jamaican track and field sprinter competing in the 60 metres, 100 m and 200 m. She is widely regarded as one of the greatest sprinters of all time.
One of the most enduring track athletes in history, Fraser-Pryce’s career spans over a decade and a half, from the late 2000s to the 2020s. Her success on the track, including her consistency at major championships, helped to usher in the golden age of Jamaican sprinting. In the 100 m, her signature event, she is a two-time Olympic gold medallist and a five-time world champion. In the 200 m, she has won Olympic silver and World Championship gold.
An eight-time Olympic medallist, she rose from relative obscurity at the 2008 Beijing Olympics, becoming the first Caribbean woman to win gold in the 100 m. At the 2012 London Olympics, she became the third woman in history to defend an Olympic 100 m title. After injury affected her season, she won bronze at the 2016 Rio Olympics. Thirteen years after her first Olympic win, she won a silver medal at the 2020 Tokyo Olympics, becoming the first athlete to medal in the 100 m at four consecutive Olympic Games.
At the World Athletics Championships, Fraser-Pryce is one of the most decorated athletes in history, winning ten gold and four silver medals. She is the only sprinter to win five world titles in the 100 m—in 2009, 2013, 2015, 2019, and 2022. Her win in 2019 made her the first mother in 24 years to claim a global 100 m title, while her win in 2022 at age 35 made her the oldest sprinter ever to become world champion. In 2013, she became the first woman to sweep the 100 m, 200 m and 4 × 100 m at the same World Championship, and was voted the IAAF World Athlete of the Year. She also won the 60 m world indoor title in 2014, becoming the first ever female athlete to hold world titles in all four sprint events at the same time..
A dominant force in women's sprinting, Fraser-Pryce has won more global 100 m titles than any other sprinter in history. Nicknamed the ""Pocket Rocket"" for her petite stature and explosive block starts, her personal best of 10.60 seconds makes her the third fastest woman ever. In 2022, CBC Sports recognized her as the greatest 100 m sprinter of all time, while many sources, including Athletics Weekly, described her as the greatest female sprinter in history. In 2019, she was included on the BBC's list of 100 inspiring and influential women in the world.",https://en.wikipedia.org/wiki/Shelly-Ann_Fraser-Pryce
